Season,Season_CN,Site_ID,YearMonth,Site_Month,Extreme,Normal,Normal_Hours,Extreme_Hours,Pass_Normal_72h,Pass_Extreme_72h,Eligible_For_Seasonal_LMM,Failure_Reason
Winter,冬季(12-2月),95332225,2025-02,95332225_2025-02,0,168,168,0,True,False,False,extreme_below_72h
Winter,冬季(12-2月),95332225,2025-12,95332225_2025-12,0,72,72,0,True,False,False,extreme_below_72h
Winter,冬季(12-2月),95332226,2025-12,95332226_2025-12,0,96,96,0,True,False,False,extreme_below_72h
Winter,冬季(12-2月),95332227,2025-02,95332227_2025-02,0,24,24,0,False,False,False,both_below_72h
Winter,冬季(12-2月),95332227,2025-12,95332227_2025-12,0,72,72,0,True,False,False,extreme_below_72h
Winter,冬季(12-2月),95332228,2025-02,95332228_2025-02,0,72,72,0,True,False,False,extreme_below_72h
Winter,冬季(12-2月),95332228,2025-12,95332228_2025-12,0,120,120,0,True,False,False,extreme_below_72h
Winter,冬季(12-2月),95332229,2025-02,95332229_2025-02,0,72,72,0,True,False,False,extreme_below_72h
Winter,冬季(12-2月),95332229,2025-12,95332229_2025-12,0,96,96,0,True,False,False,extreme_below_72h
Winter,冬季(12-2月),95332230,2025-02,95332230_2025-02,0,72,72,0,True,False,False,extreme_below_72h
Winter,冬季(12-2月),95332230,2025-12,95332230_2025-12,0,96,96,0,True,False,False,extreme_below_72h
Winter,冬季(12-2月),95332231,2025-02,95332231_2025-02,0,48,48,0,False,False,False,both_below_72h
Winter,冬季(12-2月),95332231,2025-12,95332231_2025-12,0,24,24,0,False,False,False,both_below_72h
Winter,冬季(12-2月),95332232,2025-02,95332232_2025-02,0,24,24,0,False,False,False,both_below_72h
Winter,冬季(12-2月),95332232,2025-12,95332232_2025-12,0,696,696,0,True,False,False,extreme_below_72h
Winter,冬季(12-2月),95332233,2025-02,95332233_2025-02,0,48,48,0,False,False,False,both_below_72h
Winter,冬季(12-2月),95332233,2025-12,95332233_2025-12,0,648,648,0,True,False,False,extreme_below_72h
Winter,冬季(12-2月),95332234,2025-01,95332234_2025-01,0,24,24,0,False,False,False,both_below_72h
Winter,冬季(12-2月),95332234,2025-02,95332234_2025-02,0,48,48,0,False,False,False,both_below_72h
Winter,冬季(12-2月),95332234,2025-12,95332234_2025-12,0,672,672,0,True,False,False,extreme_below_72h
Winter,冬季(12-2月),95332235,2025-02,95332235_2025-02,24,48,48,24,False,False,False,both_below_72h
Winter,冬季(12-2月),95332235,2025-12,95332235_2025-12,0,528,528,0,True,False,False,extreme_below_72h
Winter,冬季(12-2月),95332236,2025-02,95332236_2025-02,0,48,48,0,False,False,False,both_below_72h
Winter,冬季(12-2月),95332236,2025-12,95332236_2025-12,0,552,552,0,True,False,False,extreme_below_72h
Winter,冬季(12-2月),95332237,2025-02,95332237_2025-02,0,48,48,0,False,False,False,both_below_72h
Winter,冬季(12-2月),95332237,2025-12,95332237_2025-12,0,696,696,0,True,False,False,extreme_below_72h
Winter,冬季(12-2月),95332238,2025-02,95332238_2025-02,0,48,48,0,False,False,False,both_below_72h
Winter,冬季(12-2月),95332238,2025-12,95332238_2025-12,0,696,696,0,True,False,False,extreme_below_72h
Winter,冬季(12-2月),95332239,2025-02,95332239_2025-02,0,48,48,0,False,False,False,both_below_72h
Winter,冬季(12-2月),95332239,2025-12,95332239_2025-12,0,216,216,0,True,False,False,extreme_below_72h
Winter,冬季(12-2月),95332240,2025-12,95332240_2025-12,0,240,240,0,True,False,False,extreme_below_72h
Winter,冬季(12-2月),95332242,2025-02,95332242_2025-02,0,48,48,0,False,False,False,both_below_72h
Winter,冬季(12-2月),95332242,2025-12,95332242_2025-12,0,72,72,0,True,False,False,extreme_below_72h
Winter,冬季(12-2月),95332243,2025-02,95332243_2025-02,0,24,24,0,False,False,False,both_below_72h
Winter,冬季(12-2月),95332243,2025-12,95332243_2025-12,0,72,72,0,True,False,False,extreme_below_72h
Winter,冬季(12-2月),95332244,2025-02,95332244_2025-02,24,48,48,24,False,False,False,both_below_72h
Winter,冬季(12-2月),95332244,2025-12,95332244_2025-12,0,216,216,0,True,False,False,extreme_below_72h
